Zip,Population,County,State,WiredCount_2020,Fwcount_2020,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,%Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan,WiredCount_2015,Fwcount_2015,AllProviderCount_2015,Wired25_3_2015,Wired100_3_2015,All25_3_2015,All100_3
10278,0,New York,New York,3,1,9,1,1,3,1,12,3.67,15.94,0%,69.99,2,0,3,1,1,1,1
10279,0,New York,New York,3,2,10,2,2,5,3,418,117.93,204.93,0%,39.99,3,0,4,2,2,2,2
10280,7853,New York,New York,6,2,13,4,4,7,5,7980,300.99,560.24,100%,39.99,5,0,6,3,3,3,3
10282,4783,New York,New York,7,2,14,6,5,9,6,13120,165.77,317.56,100%,39.99,5,0,6,4,3,4,3
49413,NULL,Newaygo,Michigan,,,,,,,,,,,,,,,,,,,
49309,1843,Newaygo,Michigan,4,3,12,0,0,3,1,120,9.78,24.37,20%,NULL,3,1,5,0,0,0,0
49327,8406,Newaygo,Michigan,3,6,14,1,1,4,2,1662,16.11,33.26,65%,69.99,2,2,5,1,1,1,1
49337,12088,Newaygo,Michigan,6,6,17,4,4,8,5,3193,11.58,24.15,96%,59.95,4,3,8,2,1,2,1
49349,8087,Newaygo,Michigan,5,5,15,4,3,7,4,2107,37.36,106.53,75%,55,2,1,4,1,1,1,1
49412,11065,Newaygo,Michigan,7,5,17,2,2,6,2,3839,8.42,19.01,71%,69.99,4,2,7,3,1,3,1
29037,824,Newberry,South Carolina,2,0,8,1,0,3,0,2,5.05,9.31,35%,NULL,1,0,3,0,0,0,0
29075,2963,Newberry,South Carolina,6,1,12,6,6,8,6,10,14.49,28.46,95%,35,2,0,4,2,0,2,0
29108,20469,Newberry,South Carolina,5,1,12,5,5,7,5,1661,41.81,130.92,92%,40,2,0,4,2,1,2,1
29126,2267,Newberry,South Carolina,3,1,9,3,3,5,3,0,0,0,49%,55,1,0,3,0,0,0,0
29127,8333,Newberry,South Carolina,7,1,13,6,6,8,6,669,29.85,48.98,92%,35,5,0,7,3,1,3,1
29145,837,Newberry,South Carolina,4,0,9,2,1,4,1,39,19.67,41.48,2%,79.99,2,0,4,0,0,0,0
29178,3377,Newberry,South Carolina,5,1,12,4,4,6,4,942,50.64,105.13,84%,35,2,0,4,1,1,1,1
2835,5405,Newport,Rhode Island,3,0,8,1,1,3,2,12182,142.18,248.73,100%,65.99,2,0,4,1,1,1,1
2837,3492,Newport,Rhode Island,3,0,8,2,2,4,3,320,4.95,10.96,99%,65.99,2,0,4,1,1,1,1
2840,23335,Newport,Rhode Island,3,0,8,1,1,3,2,36188,83.89,166.34,95%,65.99,2,0,4,1,1,1,1
2841,1392,Newport,Rhode Island,2,0,7,1,1,3,2,1108,29.46,76.26,36%,65.99,2,0,4,1,1,1,1
2842,16095,Newport,Rhode Island,3,0,8,1,1,3,2,34100,68.78,163.25,97%,65.99,2,0,4,1,1,1,1
2871,17171,Newport,Rhode Island,3,0,8,1,1,3,2,29284,108.09,229.92,99%,65.99,2,0,4,1,1,1,1
2878,15780,Newport,Rhode Island,3,0,8,1,1,3,2,26428,82.9,178.02,98%,65.99,2,0,4,1,1,1,1
23628,NULL,Newport News,Virginia,,,,,,,,,,,,,,,,,,,
23601,25127,Newport News,Virginia,4,0,9,2,2,4,3,20016,79.32,244.21,97%,39.99,3,0,5,2,2,2,2
23602,39676,Newport News,Virginia,4,0,9,2,2,4,3,63658,73.17,188.3,98%,39.99,3,0,5,2,2,2,2
23603,3899,Newport News,Virginia,4,0,9,2,2,4,3,60,72.14,460.15,90%,39.99,3,0,5,2,2,2,2
23604,5720,Newport News,Virginia,2,0,7,1,1,3,2,3928,27.72,52.63,95%,65.99,2,0,4,1,1,1,1
23605,13854,Newport News,Virginia,4,0,9,2,2,4,3,5884,19.02,54.53,98%,39.99,3,0,5,2,2,2,2
23606,29283,Newport News,Virginia,5,0,10,3,3,5,4,36928,74.68,179.71,99%,39.99,3,0,5,2,2,2,2
23607,24519,Newport News,Virginia,4,0,9,2,2,4,3,15814,62.96,99.54,95%,39.99,3,0,5,2,2,2,2
23608,42917,Newport News,Virginia,4,0,9,2,2,4,3,36364,117.2,351.78,99%,39.99,3,0,5,2,2,2,2
72624,594,Newton,Arkansas,3,1,9,1,0,3,0,,,,20%,NULL,3,0,5,0,0,0,0
72628,803,Newton,Arkansas,1,0,5,1,1,3,1,,,,9%,65,0,0,2,0,0,0,0
72655,457,Newton,Arkansas,1,1,6,0,0,3,1,,,,61%,100,1,1,4,1,0,2,0
72666,275,Newton,Arkansas,1,0,5,0,0,2,0,,,,0%,NULL,0,0,2,0,0,0,0
72683,211,Newton,Arkansas,1,0,5,0,0,2,0,,,,0%,NULL,0,0,2,0,0,0,0
72856,464,Newton,Arkansas,2,1,7,1,0,4,1,,,,3%,100,1,1,4,1,0,2,0
72640,385,Newton,Arkansas,2,1,7,1,1,4,2,35,34.64,188.93,20%,35,1,1,4,1,0,2,0
72641,2585,Newton,Arkansas,3,0,8,3,2,5,2,5396,6.87,12.6,25%,65,1,0,3,0,0,0,0
72648,716,Newton,Arkansas,3,0,8,1,1,3,1,306,8.25,15.43,9%,65.99,1,0,3,0,0,0,0
72670,99,Newton,Arkansas,2,0,6,2,1,4,1,5,11.17,31.5,28%,65,1,0,3,0,0,0,0
30014,35037,Newton,Georgia,8,0,13,7,7,9,8,6984,67.92,190.11,97%,35,6,0,8,3,2,3,2
30016,51140,Newton,Georgia,7,0,12,7,6,9,7,17198,66.4,191.08,100%,35,6,0,8,4,3,4,3
30054,11985,Newton,Georgia,6,0,11,6,6,8,7,291,78.12,137.68,100%,35,3,0,5,3,2,3,2
46349,3336,Newton,Indiana,4,3,12,3,1,6,1,393,62.24,180.55,96%,69.99,3,3,8,2,1,2,1
47922,1623,Newton,Indiana,7,5,17,4,3,7,3,79,5.35,8.67,100%,69.99,7,3,12,4,2,4,2
47948,1359,Newton,Indiana,3,5,13,2,1,5,1,68,25.59,58.85,87%,69.99,3,3,8,2,2,2,2
47951,2252,Newton,Indiana,3,4,12,2,1,5,1,559,31.07,42.69,99%,69.99,2,3,7,1,1,1,1
47963,1949,Newton,Indiana,4,4,13,4,1,7,1,569,5.11,7.15,100%,115,3,3,8,1,0,1,0
39057,2291,Newton,Mississippi,3,0,8,0,0,2,1,,,,0%,NULL,11,0,13,0,0,0,0
39323,1290,Newton,Mississippi,3,1,10,1,1,3,2,,,,24%,80,7,0,9,0,0,0,0
39327,4190,Newton,Mississippi,6,1,13,3,2,5,3,1435,5.67,18.47,48%,39.99,3,0,5,1,0,1,0
39332,1923,Newton,Mississippi,5,1,12,2,1,4,2,444,5.29,13.56,37%,74.95,3,0,5,0,0,0,0
39336,1235,Newton,Mississippi,4,1,11,1,1,3,2,15,2.65,4.59,40%,80,1,0,3,0,0,0,0
39337,1808,Newton,Mississippi,4,1,10,1,1,3,1,222,16.57,46.77,2%,79.99,2,0,4,0,0,0,0
39345,6127,Newton,Mississippi,8,1,15,6,3,8,4,957,9.69,22.07,67%,39.99,5,0,7,2,1,2,1
64866,1484,Newton,Missouri,8,4,18,5,4,10,5,,,,100%,29.99,10,2,13,2,2,3,3
64840,2813,Newton,Missouri,6,5,17,3,3,9,5,508,14.14,40.9,100%,55,2,2,5,2,2,2,2
64842,829,Newton,Missouri,4,3,13,3,3,7,3,17,25.9,31.42,100%,49.95,2,1,4,0,0,0,0
64844,4680,Newton,Missouri,6,3,15,4,3,9,4,474,26.39,78.96,100%,69,8,0,9,3,2,3,2
64850,24063,Newton,Missouri,10,4,20,6,5,11,6,8406,26.68,87.91,100%,40,8,2,11,4,3,4,3
64865,5997,Newton,Missouri,4,2,12,2,1,6,2,3327,8.46,14.07,100%,69,2,1,4,1,0,1,0
75928,1411,Newton,Texas,2,1,8,1,1,3,2,5,8.09,9.6,36%,NULL,1,0,2,0,0,0,0
75932,1437,Newton,Texas,3,0,8,3,3,5,4,9,11.95,38.18,62%,79.99,1,0,2,0,0,0,0
75933,1599,Newton,Texas,2,1,7,0,0,2,1,0,0,0,0%,NULL,2,0,3,0,0,0,0
75966,5371,Newton,Texas,4,1,10,2,2,4,3,45,27.59,56.96,45%,NULL,3,0,4,0,0,0,0
75977,750,Newton,Texas,2,0,7,2,2,4,3,0,0,0,23%,55,1,0,2,0,0,0,0
83501,34230,Nez Perce,Idaho,3,2,11,3,3,6,4,31345,81.14,222.43,97%,55,2,0,4,2,2,2,2
83524,989,Nez Perce,Idaho,2,3,11,1,0,4,1,628,4.72,12.36,6%,60,2,0,4,0,0,0,0
83540,2190,Nez Perce,Idaho,1,2,9,0,0,3,2,4581,6.29,13.23,7%,NULL,1,0,3,0,0,0,0
83545,484,Nez Perce,Idaho,2,2,9,0,0,2,0,154,2.85,6.08,0%,NULL,0,0,2,0,0,0,0
14028,1595,Niagara,New York,3,0,8,1,1,3,2,,,,98%,74.99,7,0,8,1,0,1,0
14008,1467,Niagara,New York,2,0,7,1,1,3,2,2,1.51,1.51,75%,69.99,2,0,3,1,0,1,0
14012,2362,Niagara,New York,2,0,7,1,1,3,2,2,50.4,50.4,81%,69.99,2,0,3,1,0,1,0
14067,5040,Niagara,New York,3,0,9,1,1,3,2,508,42.33,95.32,96%,69.99,2,0,3,1,0,1,0
14092,11086,Niagara,New York,3,0,9,1,1,3,2,1984,42.38,109.37,99%,69.99,2,0,3,1,0,1,0
14094,50666,Niagara,New York,5,0,11,2,2,4,3,143742,21.44,60.75,100%,69.99,4,0,5,2,1,2,1
14105,4566,Niagara,New York,3,0,8,1,1,3,2,610,65.71,107.89,94%,69.99,2,0,3,1,0,1,0
14108,5882,Niagara,New York,3,0,9,1,1,3,2,112,59.69,110.2,98%,69.99,2,0,3,1,0,1,0
14120,45100,Niagara,New York,6,0,12,3,3,5,4,234208,30.48,86.26,100%,39.99,4,0,5,2,1,2,1
14131,5283,Niagara,New York,3,0,9,1,1,3,2,9020,104.8,115.28,100%,69.99,2,0,3,1,0,1,0
14132,6218,Niagara,New York,3,0,9,1,1,3,2,26,26.46,106.87,100%,69.99,3,0,4,1,0,1,0
14172,3200,Niagara,New York,2,0,8,1,1,3,2,112,43.79,113.27,94%,69.99,2,0,3,1,0,1,0
14174,5794,Niagara,New York,3,0,9,1,1,3,2,294,41.98,178.03,100%,69.99,2,0,3,1,0,1,0
14301,12817,Niagara,New York,3,0,9,1,1,3,2,7262,62.84,107.09,100%,69.99,2,0,3,1,0,1,0
14303,5981,Niagara,New York,3,0,9,1,1,3,2,270,10.57,27.92,100%,69.99,2,1,4,1,0,1,0
14304,30389,Niagara,New York,4,0,10,1,1,3,2,23110,99.34,291.79,100%,69.99,3,0,4,1,0,1,0
14305,16898,Niagara,New York,3,0,9,1,1,3,2,10468,64.78,111.72,100%,69.99,2,0,3,1,0,1,0
40350,228,Nicholas,Kentucky,1,2,7,0,0,3,0,,,,100%,,0,1,3,0,0,0,0
40311,7153,Nicholas,Kentucky,5,4,14,3,2,7,2,85,9.6,31.9,100%,35,3,2,7,1,0,1,0
26671,NULL,Nicholas,West Virginia,,,,,,,,,,,,,,,,,,,
26202,641,Nicholas,West Virginia,2,0,7,1,1,3,1,6,0.34,0.35,90%,65,2,0,4,1,1,1,1
26205,3690,Nicholas,West Virginia,3,0,9,2,2,4,2,560,58.25,140.47,98%,65,2,1,5,1,1,1,1
26261,2701,Nicholas,West Virginia,2,0,7,1,1,3,2,0,0,0,94%,65,2,0,4,1,1,1,1
26610,1090,Nicholas,West Virginia,1,1,8,0,0,3,0,424,6.04,17.35,4%,NULL,1,1,4,0,0,0,0
26651,9650,Nicholas,West Virginia,4,0,10,2,2,4,2,4895,36.8,89.98,72%,40,4,1,7,3,2,3,2
26656,401,Nicholas,West Virginia,2,0,7,1,1,3,1,0,0,0,94%,40,2,0,4,1,1,1,1
26660,255,Nicholas,West Virginia,2,0,8,1,1,3,1,10,29.76,30.15,71%,65,1,1,4,1,1,1,1
26662,1154,Nicholas,West Virginia,1,0,7,0,0,2,0,0,0,0,0%,NULL,1,0,3,0,0,0,0
26676,435,Nicholas,West Virginia,1,0,6,0,0,2,1,5,1.75,6.75,0%,NULL,1,0,3,0,0,0,0
26678,1247,Nicholas,West Virginia,1,0,7,0,0,2,1,0,0,0,0%,NULL,1,0,3,0,0,0,0
26679,1896,Nicholas,West Virginia,1,0,7,0,0,2,1,265,7.49,13.18,0%,NULL,1,0,3,0,0,0,0
26681,1486,Nicholas,West Virginia,1,0,6,0,0,2,0,0,0,0,0%,NULL,1,0,3,0,0,0,0
26684,116,Nicholas,West Virginia,1,0,7,0,0,2,0,0,0,0,0%,NULL,1,0,3,0,0,0,0
26691,417,Nicholas,West Virginia,2,0,8,1,1,3,1,0,0,0,9%,65,2,1,5,1,1,1,1
56003,14335,Nicollet,Minnesota,5,2,12,4,3,8,4,3010,83.21,130.48,100%,69.95,2,2,5,1,1,1,1
56021,1038,Nicollet,Minnesota,4,5,14,3,2,8,3,24,125.4,234.37,100%,44.95,2,4,7,2,1,2,1
56054,923,Nicollet,Minnesota,5,5,15,4,3,9,4,7,49.21,105.1,100%,44.95,4,5,10,2,1,2,1
56074,2004,Nicollet,Minnesota,3,3,11,2,0,7,1,43,7.08,20.83,100%,44.95,2,2,5,1,0,1,0
56082,13597,Nicollet,Minnesota,4,4,13,3,2,9,4,1770,76.94,170.72,91%,44.95,5,3,9,4,4,5,4
82222,107,Niobrara,Wyoming,0,1,5,0,0,3,1,0,0,0,13%,NULL,0,1,2,0,0,0,0
82224,23,Niobrara,Wyoming,0,1,5,0,0,3,0,0,0,0,0%,59.95,0,0,1,0,0,0,0
82225,2067,Niobrara,Wyoming,2,3,9,1,0,5,2,415,14.49,28.51,93%,59.95,6,2,9,2,0,2,0
82227,241,Niobrara,Wyoming,1,2,7,1,1,5,2,0,0,0,95%,59.95,1,1,3,0,0,0,0
82242,39,Niobrara,Wyoming,0,0,4,0,0,2,0,0,0,0,0%,NULL,0,1,2,0,0,0,0
46701,7979,Noble,Indiana,5,5,15,2,2,5,3,2419,21.93,75.51,84%,49.95,3,4,9,1,1,1,1
46710,4679,Noble,Indiana,5,6,16,4,3,8,3,333,24.17,52.05,99%,49.95,3,3,8,0,0,0,0
46732,3169,Noble,Indiana,4,3,12,3,2,6,3,138,4.45,11.61,96%,49.95,3,3,8,1,1,1,1
46755,15062,Noble,Indiana,8,8,21,4,3,9,4,4810,39.9,106.59,97%,49.95,6,4,12,2,2,2,2
46760,1382,Noble,Indiana,2,3,10,1,0,4,1,168,2.55,4.96,98%,NULL,2,2,6,0,0,0,0
46763,1631,Noble,Indiana,3,5,13,2,1,5,1,23,21.71,53.23,97%,69.99,4,4,10,2,2,2,2
46767,8564,Noble,Indiana,6,5,16,3,2,7,3,1027,43.53,105.17,89%,49.95,5,4,11,2,1,2,1
46784,2236,Noble,Indiana,2,6,13,1,1,4,2,6,5.8,14.03,88%,69.99,2,2,6,1,1,1,1
46794,1587,Noble,Indiana,4,5,14,2,2,4,3,56,2.68,6.81,56%,49.95,4,3,9,1,1,1,1
43779,971,Noble,Ohio,1,0,5,0,0,2,1,,,,0%,,4,1,6,0,0,0,0
43788,865,Noble,Ohio,2,1,7,0,0,2,1,,,,0%,,6,1,8,0,0,0,0
45727,516,Noble,Ohio,1,0,6,0,0,2,1,,,,0%,,5,1,7,0,0,0,0
43724,9201,Noble,Ohio,4,0,9,3,1,5,2,1426,78.2,90.84,73%,69.99,4,2,7,1,0,1,0
73757,178,Noble,Oklahoma,1,3,11,0,0,4,1,,,,100%,119.95,1,1,3,0,0,0,0
73061,1596,Noble,Oklahoma,2,3,11,2,0,5,0,1,3.71,3.71,100%,119.95,1,2,4,0,0,0,0
73077,7135,Noble,Oklahoma,4,5,16,2,2,6,3,651,121.95,331.08,100%,40,4,4,9,2,2,2,2
74630,702,Noble,Oklahoma,3,5,15,0,0,4,0,9,42.07,97.85,93%,119.95,2,3,6,0,0,0,0
74644,478,Noble,Oklahoma,2,4,13,0,0,3,0,3,49.93,85.12,89%,119.95,1,3,5,0,0,0,0
74651,743,Noble,Oklahoma,2,5,14,0,0,4,0,11,64.29,135.2,90%,119.95,1,3,5,0,0,0,0
56117,399,Nobles,Minnesota,3,5,13,1,1,7,2,,,,100%,57.95,6,6,13,0,0,0,0
56165,349,Nobles,Minnesota,2,5,12,1,0,7,1,,,,100%,57.95,8,5,14,0,0,0,0
56110,1843,Nobles,Minnesota,6,4,15,2,2,8,3,370,8.68,22.28,100%,39.99,3,2,6,1,1,1,1
56119,1017,Nobles,Minnesota,4,6,15,3,3,9,4,211,23.55,69.26,100%,57.95,3,3,7,1,1,1,1
56129,741,Nobles,Minnesota,5,3,13,3,3,8,4,20,11.35,38.12,100%,39.99,2,2,5,1,1,1,1
56155,419,Nobles,Minnesota,4,3,12,1,1,6,2,279,61.72,180.68,100%,39.99,4,2,7,1,0,1,0
56167,661,Nobles,Minnesota,3,6,14,2,1,7,2,130,27.07,50.8,100%,59.95,3,4,8,1,1,1,1
56168,932,Nobles,Minnesota,6,5,16,3,2,9,3,93,5.42,9.81,100%,39.99,3,3,7,1,1,1,1
56185,560,Nobles,Minnesota,3,5,13,1,0,7,1,469,10.21,22.71,98%,57.95,1,3,5,0,0,0,0
56187,14170,Nobles,Minnesota,6,7,18,5,4,11,5,3768,48.51,104.4,100%,39.99,5,5,11,3,3,3,3
64431,382,Nodaway,Missouri,3,1,10,1,1,3,1,,,,89%,,2,3,6,1,1,1,1
64432,141,Nodaway,Missouri,1,1,8,1,1,3,1,,,,100%,75,1,2,4,0,0,0,0
64457,329,Nodaway,Missouri,3,2,12,2,2,5,2,,,,65%,49.95,2,2,5,1,1,1,1
64476,379,Nodaway,Missouri,5,2,13,4,3,7,3,,,,75%,49.95,10,3,14,1,1,1,1
64423,761,Nodaway,Missouri,4,3,14,2,2,5,2,133,22.76,52.82,43%,49.95,3,2,6,1,1,1,1
64428,898,Nodaway,Missouri,4,3,13,2,2,5,2,33,67.32,151.34,99%,49.95,4,4,9,1,1,1,1
64433,210,Nodaway,Missouri,1,2,10,1,1,4,1,1,37.81,37.81,100%,75,2,2,5,1,1,1,1
64434,518,Nodaway,Missouri,4,3,14,2,2,5,2,176,29.72,78.5,96%,49.95,3,2,6,1,1,1,1
64445,312,Nodaway,Missouri,3,1,10,1,1,3,1,16,60.06,111.63,96%,NULL,1,2,4,0,0,0,0
64455,368,Nodaway,Missouri,4,3,14,3,2,6,2,70,33,109.14,97%,49.95,3,3,7,1,1,1,1
64461,897,Nodaway,Missouri,6,1,13,4,3,6,3,12,0.64,1.24,76%,49.95,3,3,7,1,1,1,1
64468,16023,Nodaway,Missouri,7,2,16,5,4,8,4,2723,87.7,281.1,99%,40,6,4,11,2,2,2,2
64475,468,Nodaway,Missouri,3,1,10,1,1,3,1,95,70.3,236.75,97%,75,2,2,5,1,0,1,0
64479,906,Nodaway,Missouri,2,2,11,2,2,5,2,523,22.54,57.95,100%,49.95,2,2,5,1,0,1,0
64487,757,Nodaway,Missouri,4,3,14,4,3,7,3,183,7.24,18.86,42%,49.95,5,4,10,1,1,1,1
79545,1788,Nolan,Texas,4,5,14,0,0,2,1,,,,0%,NULL,8,2,11,0,0,0,0
79506,730,Nolan,Texas,3,4,12,3,2,5,3,55,4.01,8.97,67%,49.95,3,4,8,0,0,0,0
79535,183,Nolan,Texas,5,4,14,3,1,5,2,27,16.93,32.51,19%,49.95,2,0,3,0,0,0,0
79537,111,Nolan,Texas,2,2,9,2,1,4,2,92,5.39,14,95%,49.95,1,0,2,0,0,0,0
79556,12995,Nolan,Texas,6,6,17,3,2,5,3,3452,59.02,188.61,89%,40,5,2,8,1,1,1,1
2019,16332,Norfolk,Massachusetts,3,0,9,2,2,4,3,3960,86.72,234.85,100%,39.99,3,0,5,2,2,2,2
2021,21561,Norfolk,Massachusetts,5,0,11,2,2,4,3,27184,178.29,529.81,99%,39.99,3,0,5,2,2,2,2
2025,7542,Norfolk,Massachusetts,3,0,9,2,2,4,3,4198,130.8,215.21,99%,39.99,3,0,5,2,2,2,2
2026,24711,Norfolk,Massachusetts,4,0,10,3,3,5,4,33884,95.03,231,97%,39.99,4,0,6,3,3,3,3
2030,5589,Norfolk,Massachusetts,3,0,9,2,2,4,3,3824,172.67,575.48,100%,39.99,3,0,5,2,2,2,2
2032,4226,Norfolk,Massachusetts,3,0,9,2,2,4,3,672,27.29,70.89,99%,39.99,3,0,5,2,2,2,2
2035,16865,Norfolk,Massachusetts,4,0,10,2,2,4,3,21710,81.18,223.63,100%,39.99,3,0,5,2,2,2,2
2038,31635,Norfolk,Massachusetts,4,0,10,2,2,4,3,55056,172.94,398.13,100%,39.99,3,0,5,2,2,2,2
2052,12024,Norfolk,Massachusetts,4,0,10,2,2,4,3,28154,228.72,510.36,100%,39.99,3,0,5,2,2,2,2
2053,12752,Norfolk,Massachusetts,4,0,10,2,2,4,3,17110,112.19,246.97,100%,39.99,3,0,5,2,2,2,2
2054,7891,Norfolk,Massachusetts,4,0,10,2,2,4,3,7012,142.46,446.46,100%,39.99,3,0,5,2,2,2,2
2056,10981,Norfolk,Massachusetts,3,0,9,2,2,4,3,4914,134.22,341.52,82%,39.99,3,0,5,2,2,2,2
2062,28602,Norfolk,Massachusetts,5,0,11,2,2,4,3,40540,83.91,199.93,99%,39.99,3,0,5,2,2,2,2
2067,17486,Norfolk,Massachusetts,5,0,11,3,2,5,3,59590,189.01,488.09,99%,39.99,4,0,6,2,2,2,2
2071,1707,Norfolk,Massachusetts,3,0,9,2,2,4,3,8,10.31,23.59,57%,39.99,3,0,5,2,2,2,2
2072,26999,Norfolk,Massachusetts,4,0,10,2,2,4,3,15874,166,491.13,99%,39.99,3,0,5,2,2,2,2
2081,18472,Norfolk,Massachusetts,4,0,10,2,2,4,3,41698,143.9,339.08,99%,39.99,3,0,5,2,2,2,2
2090,14636,Norfolk,Massachusetts,5,0,11,3,3,5,4,8412,95.78,264.6,97%,39.99,4,0,6,3,3,3,3
2093,10955,Norfolk,Massachusetts,5,0,11,3,3,5,4,10132,126.95,524.73,97%,39.99,4,0,6,3,3,3,3
2169,55055,Norfolk,Massachusetts,4,0,10,2,2,4,3,99658,93.46,254.04,98%,79.99,2,0,4,1,1,1,1
2170,19505,Norfolk,Massachusetts,4,1,11,2,2,5,4,4352,72.94,200.86,100%,79.99,3,0,5,2,2,2,2
2171,17711,Norfolk,Massachusetts,4,1,11,2,2,5,4,27190,38.29,96.6,98%,79.99,2,0,4,1,1,1,1
2184,35744,Norfolk,Massachusetts,5,0,11,3,3,5,4,22378,80.8,184.15,99%,39.95,4,0,6,3,3,3,3
2186,27003,Norfolk,Massachusetts,5,1,12,3,3,6,5,65144,143.52,319.35,97%,39.99,4,0,6,3,3,3,3
2188,14608,Norfolk,Massachusetts,4,0,10,2,2,4,3,10258,98.69,270.46,98%,39.99,4,0,6,3,3,3,3
2189,14559,Norfolk,Massachusetts,3,0,9,1,1,3,2,25146,114.47,305.76,99%,79.99,2,0,4,1,1,1,1
2190,16119,Norfolk,Massachusetts,4,0,10,2,2,4,3,9420,124.95,232.89,99%,39.99,3,0,5,2,2,2,2
2191,8457,Norfolk,Massachusetts,3,0,9,1,1,3,2,374,67.03,188.75,100%,79.99,2,0,4,1,1,1,1
2322,4356,Norfolk,Massachusetts,3,0,9,1,1,3,2,304,72.5,156.39,100%,79.99,2,0,4,1,1,1,1
2343,10745,Norfolk,Massachusetts,4,0,10,2,2,4,3,738,76.43,229.77,100%,39.99,4,0,6,3,3,3,3
2368,32158,Norfolk,Massachusetts,4,0,10,2,2,4,3,28222,137.98,402.28,100%,39.99,3,0,5,2,2,2,2
2445,20679,Norfolk,Massachusetts,6,2,14,4,3,8,6,87654,140.49,312.23,99%,39.99,4,1,7,2,2,3,2
2446,29311,Norfolk,Massachusetts,5,2,13,3,3,7,6,58084,113.27,268.97,100%,39.99,4,1,7,3,3,4,3
2467,22491,Norfolk,Massachusetts,5,1,12,3,3,6,5,4704,81.76,217.58,85%,39.99,4,0,6,3,3,3,3
2481,16244,Norfolk,Massachusetts,4,0,10,3,3,5,4,73382,150.47,332.52,87%,39.99,4,0,6,3,3,3,3
2482,10306,Norfolk,Massachusetts,4,0,10,2,2,4,3,26068,154.17,340.47,99%,39.99,4,0,6,3,3,3,3
2492,19931,Norfolk,Massachusetts,4,0,10,3,3,5,4,73560,156.63,394.5,98%,39.99,4,0,6,3,3,3,3
2494,8955,Norfolk,Massachusetts,5,0,11,3,3,5,4,8724,169.11,401.86,99%,39.99,4,1,7,3,3,3,3
2762,8264,Norfolk,Massachusetts,4,0,10,2,2,4,3,3876,131.61,266.82,99%,39.99,3,0,5,2,2,2,2
23512,NULL,Norfolk,Virginia,,,,,,,,,,,,,,,,,,,
23515,NULL,Norfolk,Virginia,,,,,,,,,,,,,,,,,,,
23519,NULL,Norfolk,Virginia,,,,,,,,,,,,,,,,,,,
23520,NULL,Norfolk,Virginia,,,,,,,,,,,,,,,,,,,
23529,NULL,Norfolk,Virginia,,,,,,,,,,,,,,,,,,,
23502,20678,Norfolk,Virginia,5,0,10,3,3,5,4,14326,59.76,166.1,95%,39.99,3,0,5,2,2,2,2
23503,30856,Norfolk,Virginia,4,0,9,2,2,4,3,73728,62.86,127.57,98%,39.99,3,0,5,2,2,2,2
23504,23483,Norfolk,Virginia,3,0,8,1,1,3,2,24494,75.84,187.03,89%,65.99,2,0,4,1,1,1,1
23505,28503,Norfolk,Virginia,3,0,8,1,1,3,2,12438,65.11,166.8,96%,65.99,2,0,4,1,1,1,1
23507,25818,Norfolk,Virginia,3,0,8,1,1,3,2,16026,78.54,172.71,99%,65.99,2,0,4,1,1,1,1
23508,20263,Norfolk,Virginia,3,0,8,1,1,3,2,28120,99.37,249.26,99%,65.99,2,0,4,1,1,1,1
23509,12817,Norfolk,Virginia,3,0,8,1,1,3,2,10090,78.52,183.39,99%,65.99,2,0,4,1,1,1,1
23510,7031,Norfolk,Virginia,5,0,10,3,3,5,4,9382,68.23,153.17,78%,39.99,2,0,4,1,1,1,1
23511,2457,Norfolk,Virginia,3,0,8,1,1,3,2,644,8.76,24.06,38%,65.99,2,0,4,1,1,1,1
23513,29595,Norfolk,Virginia,3,0,8,1,1,3,2,37336,79,221.79,98%,65.99,4,0,6,2,2,2,2
23517,4484,Norfolk,Virginia,3,0,8,1,1,3,2,15920,111.36,313.1,97%,65.99,2,0,4,1,1,1,1
23518,28095,Norfolk,Virginia,4,0,9,2,2,4,3,38636,108.73,253.86,98%,39.99,3,0,5,2,2,2,2
23523,7793,Norfolk,Virginia,3,0,8,1,1,3,2,1698,6.87,6.9,98%,65.99,2,0,4,1,1,1,1
23551,930,Norfolk,Virginia,2,0,7,1,1,3,2,892,1.98,4.68,100%,65.99,2,0,4,1,1,1,1
56519,300,Norman,Minnesota,2,1,7,2,1,5,1,,,,62%,59.95,8,0,9,0,0,0,0
56545,682,Norman,Minnesota,4,0,8,4,3,6,3,,,,98%,48.95,9,0,10,2,2,2,2
56574,266,Norman,Minnesota,2,1,8,2,1,5,1,,,,60%,59.95,9,0,10,0,0,0,0
56510,2333,Norman,Minnesota,5,0,9,5,4,7,4,601,24.11,61.63,99%,48.95,4,0,5,3,2,3,2
56548,771,Norman,Minnesota,4,0,9,4,2,6,2,127,51.69,182.42,100%,NULL,3,0,4,2,0,2,0
56550,414,Norman,Minnesota,3,0,7,3,2,5,2,22,15.77,29.36,86%,NULL,2,0,3,1,0,1,0
56581,287,Norman,Minnesota,2,0,7,2,1,4,1,94,140.96,437.62,100%,NULL,2,0,3,2,0,2,0
56584,1553,Norman,Minnesota,3,0,7,3,2,5,2,142,62.36,91.51,91%,NULL,3,0,4,2,2,2,2
